jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Développeur / Développeuse Big Data,"Objectifs : 
- Expert sécurité WAF - être le référent de l'équipe cybersécurité sur notre outil WAF
- Travailler en proximité avec les équipes réseaux
- Être le référent auprès de tous nos interlocuteurs sécurité et métiers transverses à l'entreprise
- Participer aux études de sécurité, à la qualification et aux évolutions des plates-formes
- Définition et MCO des infrastructures de sécurité réseau
- En collaboration avec les équipes réseaux, soutenir l'exploitation de ces infrastructures (Run)
- Etre force de proposition pour l'amélioration continue de l'exploitation
- Evolution et amélioration continue des architectures existantes et pilotage des projets (Build)
- Etudes de nouveaux composants et projets pour répondre à de nouveaux besoins : étude des besoins en internes / animation des comités avec les différentes parties prenantes / POC de nouvelles solutions techniques / échange avec les éditeurs / élaboration de compte-rendus / présentation des résultats / implémentation et paramétrage des nouveaux composants / suivi de l'exécution (planning, qualité, consommation...)
- Effectuer la veille et l'évaluation technologique sur les produits.
- Étudier et partager en interne les directives sécuritaires externes pour potentielle implémentation

Compétences techniques : 
- Cloudlfare
- Splunk
- WAF
- Sécurité Réseau",,,Profession libérale,Expérience exigée de 5 An(s),,,,,CAT-AMANIA,,,splunk,75,PARIS 01,2023/08/08
Développeur / Développeuse Big Data,"- Notre client est l'une des plus grandes entreprises de solutions de ressources humaines et de paie au monde. Elle fournit des services en ligne à des milliers de clients dans le monde entier. En raison d'une surcharge de travail, il cherche à renforcer son équipe afin de l'assister autant que possible, de résoudre tous les tickets L2/3 et de contribuer à un projet de travail avec leur nouveau système de surveillance.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Phaidon London- Glocomms,,,,92,NANTERRE,2023/08/08
Data manager,"Contexte:
Prendre en charge le support sur les composants Azure, Corporate Data Lake Framework.

Mission:
Le candidat doit planifier son propre travail pour atteindre les objectifs et suivre les processus client.
A une certaine responsabilité pour le travail d'équipe et doit travailler en étroite collaboration avec d'autres responsables techniques.
En tant que Tech lead, il est garant de la définition et de l'application des normes techniques, garantit la mise à jour des schémas d'architecture en collaboration avec les architectes, conduit et valide les choix techniques (en collaboration avec les architectes, les experts ou/et éditeurs),
Il/elle challenge les besoins métiers, alerte sur la complexité & l'effort de développement, assure la performance & la maintenabilité des solutions en relation avec les référents techniques & experts éditeurs.
Il / elle gère et coache les membres de l'équipe sur les aspects techniques, soutient et aide les juniors à grandir, s'assure que les revues par les pairs et les prérequis techniques sont en place avant le déploiement en prod",,,Profession libérale,Expérience exigée de 2 An(s),,,,,Signe +,,,,63,CLERMONT FERRAND,2023/08/08
Data scientist,"Descriptif du poste :

Nous recherchons un Data Scientist qui nous aidera à comprendre les besoins de l'entreprise, à explorer et à tester des solutions avec la grande quantité de données avant de construire et de maintenir les solutions produites en production. Votre objectif principal sera d'appliquer des techniques d'apprentissage automatique, d'effectuer des analyses statistiques, de construire des modèles de prédiction de haute qualité et d'opérationnaliser ces modèles.

 Participer au développement de nouveaux modèles
 Exploration des données : Traiter, nettoyer et vérifier l'intégrité des données utilisées pour l'analyse 
 Proposer des modèles en fonction des besoins.
 Analyser les performances et la robustesse des modèles pour une optimisation continue
 Modélisez les résultats de l'analyse et des algorithmes pour fournir des visualisations pertinentes pour l'évaluation par des experts métier.
 Participer à l'industrialisation et à l'amélioration des modèles existants
 Détectez les anomalies et suivez constamment les performances
 Surveiller la dérive du modèle et se recycler au besoin
 Améliorer les algorithmes
 Développement de divers prototypes autour du machine learning et du deep learning, etc.
 Mettre en œuvre des stratégies de surveillance pour assurer le suivi des projets pilotes et assurer la production de rapports et la quantification des avantages (suivi des expériences)
 Produire et tenir à jour la documentation technique du produit
 Participez aux rituels Agile
 Participer à l'effort de l'équipe de veille technologique
 Partager les connaissances et soutenir la communauté de l'IA",,,Profession libérale,Expérience exigée de 2 An(s),,,,,HAYS MEDIAS,,,,93,AUBERVILLIERS,2023/08/08
Data scientist,"Le poste à pourvoir est au sein de l'équipe Data (DS, DE, DA), et consiste à cadrer, analyser, développer, documenter, mettre en production et présenter des algorithmes liés à l'environnement du LMF (retail).

Le candidat choisi sera amené à intervenir auprès des Métiers (Business), exploiter, analyser et évaluer la richesse de données structurées ou non, appartenant à l'entreprise ou non, pour établir des scénarii permettant de comprendre et d'anticiper de futurs leviers Métiers ou opérationnels pour le RM.

Il est attendu du candidat une participation active dans le développement et la vie quotidienne de l'équipe Data Science LMF en partageant et appliquant les standards du code, de l'organisation de données, des solutions d'architecture de modèles.

Les clés pour réussir dans ce poste:

Autonomie dans la gestion de projets complexes et l'excellance dans la programmation Python de haute niveau.

Capacité à communiquer efficacement avec les partenaires business

Capacité à intervenir sur les aspects techniques divers et variés de projets Data Science

Maîtrise des langages suivants : Git + Python (Pytest) + Docker + TensorFlow + APIs

Le Data Scientist:

Obtient des données adéquates, trouve des sources de données pertinentes, fait des recommandations sur la base de données à consolider, modifier, rapatrier, externaliser, internaliser etc., conçoit des datamarts, voire des entrepôts de données (data warehouses).

Évalue la qualité et la richesse des données, les analyse et en restitue les résultats pour ensuite les intégrer dans le système d'information cible du Métier.

Applique des techniques (statistiques, comportementales text mining, géolocalisation) d'extraction et d'analyse d'information, obtenue à partir de gisements de données (Big Data).

Compare et évalue différents modèles ou méthodes de calcul et anticipe les avantages et inconvénients dans un environnement Métier.

Développe des algorithmes dans le respect des règles et des recommandations applicables au sein de l'équipe Data Science

Accompagne les projets de Data Science / Data Ingénierie de l'équipe Data sur des projets d'entreprise existant ou à développer.

Gère le cycle complet du développement d'un projet Data Science, i.e. conception, développement, déploiement, monitoring, gestion des alertes, documentation
Livre des produits digitaux Data Science tels que les données issues des algorithmes
Pipelines de données automatiques",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Coriom Conseil,,,"docker, tensorflow",59,LILLE,2023/08/08
Alternance - Data Analyst Support Grand Compte,"Quelles missions vais-je réaliser chez DB Schenker ?

- Participation à l'Implémentation de flux EDI, de base de données dédiées client avec « dashboard », (format XCELL, SBI, VBA) & visualisation des données via Power BI ou Excel 

- Coordination avec les équipes opérationnelles France & Internationales sur des métiers différents (route, air, mer, rail Chine) 

- Automatisation d'envoi de courriels et reports de relances sur l'analyse de la performance de flux mondiaux

- Reprise et amélioration du projet d'automatisation du reporting de data lié aux différents services et type de transport (VBA)

- Préparation des supports de présentation pour les meetings clients sur ces projets

- Analyse des KPIs et mise en place de plans d'actions 

- Interface avec les équipes Informatique & Business Solutions de notre siège en Allemagne en support à l'équipe Commerciale Grand Compte.

Est-ce que mon profil peut vous intéresser ?

Tu es issue d'une formation d'ingénieur/ data analyst ou équivalent.

Tu te réorientes vers ce domaine.

Tu poursuis tes études supérieures.

Alors, tu as toutes tes chances !

 

Comment choisissez-vous votre alternant ?

Nous nous engageons pour la diversité et l'égalité des chances. 

Ta candidature sera étudiée avec attention par les personnes en charge du recrutement (manager et/ou responsable ressources humaines).

Ils choisiront la personne la plus en adéquation au niveau formation et savoir-être avec les besoins du poste !

 

Et pourquoi ça ne serait pas toi ?
Pourquoi chez DB Schenker et pas ailleurs ?

* Parce que chez DB SCHENKER, tu intégreras certes une entreprise internationale, mais surtout une équipe locale CONVIVIALE et certifiée TOP EMPLOYEUR 2023

* Parce que nous te confierons des missions variées pour lesquelles tu seras accompagné(e).

* Parce-que tu bénéficieras de nos avantages :

 o Titre restaurant

 o Prime d'intéressement et de participation

 o Prime 13ème mois (selon conditions d'ancienneté - temps de présence)

 o Avantages du CSE local (selon conditions d'ancienneté - temps de présence)

 

Tu souhaites nous rejoindre ? Clique sur le bouton « POSTULER » !!!

 

Nous sommes impatients d'étudier ta candidature.",36 H,10000.0 - 30000.0,Contrat à durée déterminée - 24 Mois,Débutant accepté,,,,Transports maritimes et côtiers de fret,Schenker France,"Tu recherches une ALTERNANCE ? Un environnement et des MISSIONS qui te responsabilisent et te donnent les moyens de LANCER ta carrière professionnelle ?

Tu es au bon endroit !

Chez DB SCHENKER, c'est dans notre ADN de tout faire pour que nos alternants puissent réaliser des tâches adaptées à leurs formations.


Pour t'en dire plus, voici quelques réponses aux questions que tu poses sûrement !","Tu recherches une ALTERNANCE ? Un environnement et des MISSIONS qui te responsabilisent et te donnent les moyens de LANCER ta carrière professionnelle ?Tu es au bon endroit !Chez DB SCHENKER, c'est dans notre ADN de tout faire pour que nos alternants puissent réaliser des tâches adaptées à leurs formations.Pour t'en dire plus, voici quelques réponses aux questions que tu poses sûrement !",power bi,92,GENNEVILLIERS,2023/08/08
Data scientist,"Client : Secteur energie 
Poste : Data analyst/Data scientist
Démarrage : Aout/Septembre
Lieu mission : Lyon - Place Jean Jaurès
Pas de télétravail au début car montée en compétence puis 2 jours de TT
Logiciel : Maitrise EXCEL - Background SI
Mission longue : 6 mois renouvelable

Chaque jour, les 280 salariés du Département Administration des Obligations d'Achat (AOA) participent à une activité unique au sein du groupe : l'achat aux particuliers ou professionnels de leur production d'énergies renouvelables pour un volume financier annuel de plusieurs milliards d'euros.
L'agence (Appui Opérationnel aux Producteurs, Partenaires et à la Professionnalisation) est en charge des relations avec les Producteurs (portail web, communications sortantes, chatbot, traitement des réclamations sensibles), les Gestionnaires de Réseau (RTE...), les Prestataires (contract management) et la professionnalisation interne du département.

Ainsi, pour garantir la performance en sécurisant la qualité des données, vous aurez pour principales missions de :
- analyser et réaliser un reporting sur la qualité des données reçues des gestionnaires de réseau, qui permettent l'initialisation des contrats des producteurs, la validation de leurs factures  ;
- animer des comités avec les gestionnaires de réseau concernés permettant de contribuer à partager les difficultés, trouver conjointement des actions d'amélioration et les piloter ;
- contribuer à la résolution des réclamations des producteurs ayant une cause liée aux données, capitaliser sur la résolution et piloter une boucle d'amélioration continue.
- analyse des flux informatique entrant
- résolution des problèmes
- analyse poussée --  technique ou utilisateur
- compréhension des besoins
- Production de reporting : production de chiffre d'analyse
- Interface entre SI et le métier

Qualités :
- force de proposition
- proactif
- performance
- bon communicant",,,Profession libérale,Expérience exigée de 2 An(s),,,,,Freelance.com,,,,69,,2023/08/08
Data scientist,"Insitoo Freelance, facilitateur du freelancing depuis 2007, recherche pour son client en direct un Machine learning engineer (H/F).
Les missions attendues par le Machine learning engineer (H/F) sont :
- Mettre en place du dataViz (PowerBI/ loocker),
- Mettre en place des produits/alghoritmes data avec de l'IA /machine learning,
- Automatiser des process et aider le business à prendre des décisions stratégiques en se basant sur la data,
- Cartographier les données,
- Datamesh approprié et partagé et son dimensionnement,
- Datamesh avec les sondes qui garantit la qualité de la donnée,
- Capter les données (structurées et non structurées) produites dans les différentes applications ou à l'extérieur de l'entité,
- Intégrer les éléments,
- Structurer la donnée (sémantique, etc.),
- Nettoie la donnée (élimination des doublons, ).
Compétences techniques et fonctionnelles attendues :
- Python (langage de programmation) - Expert - Indispensable
- Anglais - Confirmé - Indispensable
- FastAPI - Expert - Indispensable
- Apache Airflow - Expert - Indispensable
- Script Shell - Expert - Indispensable
Cette mission vous intéresse ? N'attendez plus pour postuler !
Retrouvez nous sur notre page linkedin : Insitoo
Et retrouvez le détail de la mission sur notre site internet : -lien masqué-
REF INTERNE : 04-NCHK-QO",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Insitoo Freelances,,,apache airflow,59,LILLE,2023/08/08
Développeur / Développeuse Big Data,"Ingénieur en milieu de travail moderne (REMOTE)

Bezons, Île-de-France
2 jours sur site par mois
7 août 2023 (peut être flexible)
6 Mois (Prolongations à suivre)
450 TJM - 600 TJM (Euros)

Détails du client

Il s'agit d'un intégrateur de systèmes BIG et d'un partenaire Microsoft Gold. Ils ont -téléphone masqué- employés dans le monde, avec leur siège à Paris.
En raison d'un manque de disponibilité interne, le client se tourne vers le marché indépendant pour une expertise externe.
Le client offre une excellente opportunité pour un engagement à long terme, lorsque vous avez terminé sur ce projet, s'ils ont la disponibilité, ils vous proposeront pour un autre projet.
Nous sommes partenaires de ce client depuis plus de 5 ans. Nous travaillons avec eux dans toute l'Europe et avons actuellement des consultants au sein de l'équipe.
Détails du poste

Responsabilités :

Accompagner le portefeuille clients et les accompagner dans leurs transformations Digitales.
Compétences des locataires Azure qui peuvent accompagner la transformation de la Digital Workplace de votre client
Ingénieur avec des compétences en production et migrations pouvant prendre en charge l'architecture en cas de besoin.
Tech Stack : Microsoft Exchange, SharePoint, Azure, Active Directory, MS Teams, Powershell

L'équipe est composée de 6 à 10 personnes, cela comprend tout le monde, de l'administrateur au chef de projet.
La langue de travail dans l'équipe est le français, mais il y a des collègues internationaux donc un niveau d'anglais commercial sera également requis.
Aucun certificat ou qualification spécifique, mais tous les certificats Microsoft ou AD prendront certainement en charge votre candidature.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Phaidon London- Glocomms,,,,95,BEZONS,2023/08/08
DATA SCIENTIST,"Randstad Inhouse, marque du groupe Randstad, 2ème groupe mondial de gestion en ressources humaines, recherche un DATA SCIENTIST (F/H) en contrat à Lyon pour CREDIT MUTUEL FACTORING, Filière affacturage du Crédit Mutuel Alliance Fédérale.Vous rejoindrez l'équipe Surveillance du Risque de Crédit de la filière affacturage de Crédit Mutuel Alliance Fédérale qui, au
sein de la Direction des Risques, est en charge des sujets suivants :
Développement et suivi des modèles utilisés dans la gestion du risque de crédit
Exécution du projet d'homologation de la filière pour le passage en méthode avancée (Bâle 3 IRBA) du calcul des
exigences de fonds propres réglementaires, incluant le développement des modèles internes y afférant
Suivi global des risques de crédit sur le portefeuille (Comtâche de Surveillance des Engagements, Risk Appetite
Framework et autres suivis internes)
Suivi des Reportings réglementaires risques (Anacrédit, Centrale des Risques, Reporting Risques à destination des
régulateurs etc.)
Suivi du provisionnement des dossiers risqués (Comtâche Masse Risquée, ENPR etc.)
Vous travaillerez au sein du pôle Modélisation et Reporting et plus spécifiquement sur les sujets d'analyse quantitative
suivants :
Responsabilité des travaux de modélisation des risques de crédit (PD/LGD) dans le cadre du passage en méthode
avancée (IRBA) de la filière affacturage :
Collecte, consolidation et segmentation de la donnée
Modélisation et calibrage
Présentation des travaux dans les instances de gouvernance
Documentation en vue de la demande d'homologation (Inspection Générale/BCE)
Supervision des travaux de suivi de la performance des modèles utilisés actuellement :
Réalisation du back-testing
Elaboration des préconisations associées
Suivi des plans d'action
Référent technique au sein de l'équipe sur les sujets de modélisation et accompagnement des profils juniors
Coordination des travaux avec le siège et les autres entités du Groupe",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,,Randstad,"Randstad Inhouse, est un concept unique en France d'agence intérim hébergée au cœur du site de production de nos clients. Forte de plus de 250 agences, nous accompagnons chaque année plus de 65 000 intérimaires.
L'esprit de famille incarne notre ADN : étant chez nos clients aux côtés de nos intérimaires, nous ""travaillons en famille""!
Nous rejoindre, c'est également bénéficier de nombreux avantages proposés par notre CE et nos partenaires.","Randstad Inhouse, est un concept unique en France d'agence intérim hébergée au cœur du site de production de nos clients. Forte de plus de 250 agences, nous accompagnons chaque année plus de 65 000 intérimaires.L'esprit de famille incarne notre ADN : étant chez nos clients aux côtés de nos intérimaires, nous ""travaillons en famille""!Nous rejoindre, c'est également bénéficier de nombreux avantages proposés par notre CE et nos partenaires.",,92,COURBEVOIE,2023/08/08
Développeur / Développeuse Big Data,"Contexte de la mission: 

Notre client dans le secteur de l'assurance lance un vaste programme de transformation de son SI et notamment le rendre Data Centric. 
La transformation DATA repose sur la mise en place de référentiels centralisés, d'une plateforme DATA, de hub de données et d'une Data Factory pour les usages métiers. L'ensemble du projet est mené en méthode Agile. Pour cela, nous recherchons un Data Engineer BI, spécialisé en Tibco EBX et MDM. 

Vos responsabilités:

-Mise en place du Référentiel Unique de Personnes (RUP) : algorithmes de dédoublonnage, règles de rapprochement;

-Développement d'API de création / mise à jour / suppression en lien avec les applications sources;

-Paramétrage et administration du MDM;

-Centralisation et harmonisation des référentiels : outillage qualité des données;

-Mise en place des process en lien avec la gouvernance de données;

-S'assurer de la performance de l'outil.",,50000.0 - 60000.0,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,,,VIVERIS,,,,92,BOULOGNE BILLANCOURT,2023/08/08
Développeur / Développeuse Big Data,"Dans le cadre de vos projets vous serez amenés à prendre en charge des tâches de Build & Run de la solution Data. 

Collecte et Ingestion des données : 

  Collecte des données issues des applications du SI ou de l'open data. 

  Paramétrage des outils d'ingestion de données tel que Apache Oozie. 

  Ingestion et validation technique du chargement des données sur les différents environnements (Développement, Intégration, Production) 

  Demande d'évolution des fonctionnalités du DataFrames 

  Tests et qualification des fonctionnalités. 

  Mise en production / service des données dans l'écosystème Big Data (Hadoop, Hive, Spark et/ou Python) 

  Gestion des évolutions de flux (GCP et/ou AWS) 

  Animation des ateliers de travail 

Rédaction des Contrats d'Interface (CI) et ouverture de flux en assurant la rédaction des documents CI : 

  Contrat d'interface réseaux visant à demander à l'équipe infra l'ouverture des flux entre l'écosystème BigData et les partenaires. 

  Contrat d'abonnement partenaire visant à détailler l'objet de la collecte des données, les responsabilités des différentes parties prenantes et les spécifications techniques des échanges. 

  Les contrats d'usages visant à spécifier l'usage fait des données collectées. 

Assurer les tests 2 à 2 et ouverture de flux : 

  Piloter/organiser les tests 2 à 2 d'ouverture de flux 

  Rédiger les CR de test 

  Paramétrer les outils Orange de déclaration de flux 

  Assurer la coordination et le suivi avec les partenaires des demandes d'extractions industrialisées",,,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,,,Hexateam,,,,75,PARIS 01,2023/08/08
Consultante - Consultant Data Scientist - Valoway,"Ambitieux dans le développement de notre Pôle d'excellence IA, et le développement de nos partenariats Google, Microsoft et Dataiku, nous recrutons notre consultante ou consultant Data Scientist à Rennes. Vous rejoignez notre communauté de DS avec nos leads, Yann et Julien afin d'accompagner nos clients dans leurs enjeux business et leur recherche de performance grâce à l'utilisation de la donnée et à la puissance de l'IA.
 
Votre mission :
 
- Accompagner nos clients à inventer de nouveaux modèles de valeurs, à identifier leurs problématiques métiers et à qualifier leurs besoins : nouveaux modèles business, performance opérationnelle, data marketing, marketing produit, résultats financiers, optimisation de processus métiers (relation client, collaborateur, .), prévisions d'activités.
- Auditer, analyser, mettre en œuvre et industrialiser les solutions les plus adaptées et performantes, notamment avec une approche MLops.
- Animer et accompagner des communautés data et métiers, à l'adoption des bonnes pratiques : ateliers d'acculturation et d'idéation, formation à l'utilisation des outils, cadrage des cas d'usages auprès des métiers, POC...
- Réaliser une veille régulière et partagée sur l'état de l'art de la Data Science.
- Être partie prenante des projets transverses de Valoway : Communication et conférences, Recrutement, pôles d'excellence IA, missions d'avant-vente, de conseil et de cadrage, REX, webinaires ...
 
Nos principaux environnements techniques :
 
- Modélisation : Machine Learning, Transfer Learning, NLP, Computer Vision, LLM
- Langages : Python, SQL, Spark, .
- Cloud providers: GCP, Azure, AWS.
- Visualisation: Power BI, Tableau Software, Google Data Studio, Looker .
 
Notre environnement de travail :
 
Vous souhaitez en savoir plus sur le poste de Data Scientist chez Valoway ? C'est notre équipe qui en parle le mieux : Valo'meet ave Alice
   
- L'agilité      est au cœur de notre organisation, elle se traduit notamment par un      mode de travail hybride et la possibilité d'alterner entre présence      chez nos clients, dans nos bureaux ou en télétravail, en fonction des      sujets à mener.  
- Vous      collaborez avec des consultants ayant un haut niveau de compétences,      appuyées par des missions stratégiques et des cas d'usages      significatifs dans des environnements complexes des secteurs de      l'assurance, de la banque, de l'industrie, du transport, du retail ou de      la grande distribution.  
- Pour      ce poste de Data Scientist  en      CDI le salaire indicatif que nous vous proposons à Rennes est      compris entre 40 K€ et 60 K€ brut annuel. Cette rémunération s'étudie en      fonction de vos expériences et de votre profil. Vous bénéficierez également      de RTT et d'une carte SWILE. 

Vous avez participé et mené des projets utilisés par les métiers embarquant des briques d'intelligence artificielle. Appuyé par une expérience d'au moins 3 ans, notamment en développement, automatisation de modèles prédictifs, vous êtes capable de vulgariser et faire parler les données jusqu'à leur restitution avec une vraie culture de services et de succès client.
 


  
Nous rejoindre en tant que consultante ou consultant chez Valoway, c'est également un état d'esprit ! 
 
Intégrer une équipe animée par l'innovation, le développement de son expertise et qui souhaite relever de nouveaux challenges :
 
- Autonomie dans la relation client
- Débrouillardise et curiosité
- Sens du partage et du travail en équipe
 
Ce poste vous correspond ? Vous souhaitez en savoir plus ? Adressez-nous votre candidature !

  
Notre process de recrutement pour ce poste :
 
- Un échange avec Sonia notre RH sur votre projet professionnel
- Un échange technique et culture avec nos consultantes et consultants : Julien notre team lead, Naomi, Yann ou Alice afin de vous donner un aperçu de notre quotidien et vous embarquer dans notre vision !
- Un entretien avec Gwénolé directeur et Louis Vincent fondateur de Valoway pour vous partager les enjeux de Valoway.
- La durée moyenne du process est d'un mois et peut s'adapter en fonction de vos obligations, nous sommes flexibles !",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,Conseil en systèmes et logiciels informatiques,Valoway,"VALOWAY, société de conseil, pure player Data, IA & Cloud, est née d'un irrépressible désir d'entreprendre, de la passion des nouvelles technologies et de l'idée, partagée aujourd'hui par beaucoup, que la valorisation des données et l'adoption des solutions cloud est au cœur de la transformation de notre société.
 
Présents à Paris, Rennes, Nantes, et Niort, notre stratégie est axée sur le développement de nos 3 Pôles d'Excellence et partenariats :
 ~$...","VALOWAY, société de conseil, pure player Data, IA & Cloud, est née d'un irrépressible désir d'entreprendre, de la passion des nouvelles technologies et de l'idée, partagée aujourd'hui par beaucoup, que la valorisation des données et l'adoption des solutions cloud est au cœur de la transformation de notre société. Présents à Paris, Rennes, Nantes, et Niort, notre stratégie est axée sur le développement de nos 3 Pôles d'Excellence et partenariats : ~$...","tableau, power bi, looker, dataiku, google data studio",35,RENNES,2023/08/08
Consultante - Consultant Data Scientist - Valoway,"Ambitieux dans le développement de notre Pôle d'excellence IA, et le développement de nos partenariats Google, Microsoft et Dataiku, nous recrutons notre consultante ou consultant Data Scientist à Nantes. Vous rejoignez notre communauté de DS avec nos leads, Yann et Julien afin d'accompagner nos clients dans leurs enjeux business et leur recherche de performance grâce à l'utilisation de la donnée et à la puissance de l'IA.
 
Votre mission :
 
- Accompagner nos clients à inventer de nouveaux modèles de valeurs, à identifier leurs problématiques métiers et à qualifier leurs besoins : nouveaux modèles business, performance opérationnelle, data marketing, marketing produit, résultats financiers, optimisation de processus métiers (relation client, collaborateur, .), prévisions d'activités.
- Auditer, analyser, mettre en œuvre et industrialiser les solutions les plus adaptées et performantes, notamment avec une approche MLops.
- Animer et accompagner des communautés data et métiers, à l'adoption des bonnes pratiques : ateliers d'acculturation et d'idéation, formation à l'utilisation des outils, cadrage des cas d'usages auprès des métiers, POC...
- Réaliser une veille régulière et partagée sur l'état de l'art de la Data Science.
- Être partie prenante des projets transverses de Valoway : Communication et conférences, Recrutement, pôles d'excellence IA, missions d'avant-vente, de conseil et de cadrage, REX, webinaires ...
 
Nos principaux environnements techniques :
 
- Modélisation : Machine Learning, Transfer Learning, NLP, Computer Vision, LLM
- Langages : Python, SQL, Spark, .
- Cloud providers: GCP, Azure, AWS.
- Visualisation: Power BI, Tableau Software, Google Data Studio, Looker .
 
Notre environnement de travail :
 
Vous souhaitez en savoir plus sur le poste de Data Scientist chez Valoway ? C'est notre équipe qui en parle le mieux : Valo'meet ave Naomi
   
- L'agilité      est au cœur de notre organisation, elle se traduit notamment par un      mode de travail hybride et la possibilité d'alterner entre présence      chez nos clients, dans nos bureaux ou en télétravail, en fonction des      sujets à mener.  
- Vous      collaborez avec des consultants ayant un haut niveau de compétences,      appuyées par des missions stratégiques et des cas d'usages      significatifs dans des environnements complexes des secteurs de      l'assurance, de la banque, de l'industrie, du transport, du retail ou de      la grande distribution.  
- Pour      ce poste de Data Scientist  en      CDI le salaire indicatif que nous vous proposons à Nantes est      compris entre 40 K€ et 60 K€ brut annuel. Cette rémunération s'étudie en      fonction de vos expériences et de votre profil. Vous bénéficierez également      de RTT et d'une carte SWILE. 

Vous avez participé et mené des projets utilisés par les métiers embarquant des briques d'intelligence artificielle. Appuyé par une expérience d'au moins 3 ans, notamment en développement, automatisation de modèles prédictifs, vous êtes capable de vulgariser et faire parler les données jusqu'à leur restitution avec une vraie culture de services et de succès client.
 


  
Nous rejoindre en tant que consultante ou consultant chez Valoway, c'est également un état d'esprit ! 
 
Intégrer une équipe animée par l'innovation, le développement de son expertise et qui souhaite relever de nouveaux challenges :
 
- Autonomie dans la relation client
- Débrouillardise et curiosité
- Sens du partage et du travail en équipe
 
Ce poste vous correspond ? Vous souhaitez en savoir plus ? Adressez-nous votre candidature !

  
Notre process de recrutement pour ce poste :
 
- Un échange avec Sonia notre RH sur votre projet professionnel
- Un échange technique et culture avec nos consultantes et consultants : Julien notre team lead, Naomi, Yann ou Alice afin de vous donner un aperçu de notre quotidien et vous embarquer dans notre vision !
- Un entretien avec Gwénolé directeur et Louis Vincent fondateur de Valoway pour vous partager les enjeux de Valoway.
- La durée moyenne du process est d'un mois et peut s'adapter en fonction de vos obligations, nous sommes flexibles !",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,Conseil en systèmes et logiciels informatiques,Valoway,"VALOWAY, société de conseil, pure player Data, IA & Cloud, est née d'un irrépressible désir d'entreprendre, de la passion des nouvelles technologies et de l'idée, partagée aujourd'hui par beaucoup, que la valorisation des données et l'adoption des solutions cloud est au cœur de la transformation de notre société.
 
Présents à Paris, Rennes, Nantes, et Niort, notre stratégie est axée sur le développement de nos 3 Pôles d'Excellence et partenariats :
 ~$...","VALOWAY, société de conseil, pure player Data, IA & Cloud, est née d'un irrépressible désir d'entreprendre, de la passion des nouvelles technologies et de l'idée, partagée aujourd'hui par beaucoup, que la valorisation des données et l'adoption des solutions cloud est au cœur de la transformation de notre société. Présents à Paris, Rennes, Nantes, et Niort, notre stratégie est axée sur le développement de nos 3 Pôles d'Excellence et partenariats : ~$...","tableau, power bi, looker, dataiku, google data studio",44,NANTES,2023/08/08
Consultant Data,"Amiltone Agence d'Aix en Provence - Amiltone Agence d'Aix en Provence (Référence : 2341336) / Vos missions ?
Intégré à nos équipes, vous assurez les missions suivantes : 
Participer au sein de l'équipe Data à la mise en place d'applications BI stratégiques
Concevoir et développer des états de restitution sous différents formats (dashboard, static report, paginated report, dataviz)
Enrichir et créer les modèles de données métiers
Être à l'aise dans un environnement orienté Cloud est un plus
Documenter et expliquer les choix techniques
La Stack Technique :
SIS, azure functions
Base de données : SQL Server
Restitution : Power BI
Création des datasets, indicateurs (DAX)
 Alors ? Prêt à devenir Amiltonien ? 
N'hésitez pas à postuler si vous vous reconnaissez :
Diplômé Bac+4/5 (Master ou école d'ingénieur) vous disposez de 2 ans d'expérience en tant que Consultant Data.
Plus que des compétences techniques, vous avez une curiosité naturelle et un fort esprit d'analyse. Vous pouvez monter en compétences en autonomie et prendre en main de nouveaux projets pour répondre aux problématiques que vous gérez.
Nos postes sont ouverts aux personnes en situation de handicap.",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,,"Ingénierie, études techniques",Amiltone,"Qui sommes-nous ?
Nous sommes passionnés par les nouvelles technologies, et vous ? 
Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale.
 
Pourquoi choisir Amiltone ? 
 Amiltone, plus qu'une entreprise, un état d'esprit !
Notre objectif ? Votre épanouissement professionnel ...","Qui sommes-nous ?Nous sommes passionnés par les nouvelles technologies, et vous ? Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale. Pourquoi choisir Amiltone ?  Amiltone, plus qu'une entreprise, un état d'esprit !Notre objectif ? Votre épanouissement professionnel ...",power bi,13,AIX EN PROVENCE,2023/08/08
