jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Ingénieur Big Data,"Description du poste :
QUI SOMMES-NOUS ?
Nos équipes de l'activité Systèmes d'information critiques et cybersécurité fournissent des services et des solutions globales optimisant la performance, la résilience et la sécurité des systèmes d'information afin de faire face aux ruptures technologiques et aux cybermenaces.
Le Centre de Compétences Augmented Data recherche un(e) Ingénieur(e) Bigdata confirmé(e) (H/F), Basé à Rennes (35).
QUI ETES-VOUS ?
De formation Bac +5 en informatique (école d'ingénieur, Master ou équivalent),
Vous possédez une expérience professionnelle réussie de 3 minimum ans.
Vous avez participé au développement de composants Big Data d'analyse des données sur des bases NoSQL de type Cassandra, Mongo ou ElasticSearch
Vous veillez à la production de livrables de qualité par la mise en œuvre des bonnes pratiques d'Intégration Continue
Dans l'idéal, vous avez déjà travaillé sur une architecture orientée évènements impliquant des technologies de type Kafka.
Vous êtes capable de conseiller et encadrer une équipe technique.
Vous êtes toujours à la pointe des nouvelles technologies
Vous souhaitez intervenir sur un projet qui nécessite plusieurs compétences techniques et une bonne compréhension de l'écosystème
Autonome, dynamique et proactif (ve), vous souhaitez évoluer au sein d'équipes passionnées par l'intégration des technologies nouvelles au service des métiers de nos clients ?
Alors notre poste d'Ingénieur(e) BigData confirmé(e) (H/F) est fait pour vous !
CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE :
En nous rejoignant, vous intégrerez le centre de compétences Augmented data, spécialisé dans la conception, le développement et l'évolution d'applications data centrées. Vous y boosterez votre carrière en travaillant sur des technologies telles que Kafka, Cassandra, Elasticsearch, Java ... dans un environnement Agile.
Dans le cadre d'un projet que nous opérons aujourd'hui, vous serez intégré(e) dans une équipe au sein de laquelle vous apporterez vos compétences Java, votre expérience et votre rigueur pour le développement et le déploiement d'une solution BigData critique pour notre client.
Vous êtes au cœur de nos préoccupations et bénéficiez :***D'un parcours d'intégration initiant dès votre arrivée votre carrière chez Thales,
* D'un accompagnement continu et personnalisé par votre Team Leader. Véritable manager de proximité, nous construisons ensemble votre trajectoire de carrière permettant de vous épanouir sur vos projets.
* D'une rémunération globale attractive (Intéressement, participation, tickets restaurants, avantages CE, etc.) et autres (Convention de la métallurgie, PERCO, PEE, etc.)
La perspective de rejoindre un Groupe innovant vous motive ? Alors rejoignez-nous en postulant à cette offre. Vous souhaitez en savoir plus sur les activités Systèmes d'information et de communication sécurisés ? Cliquez ici.
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd'hui.",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,,,"Chez Thales, nous sommes fiers de travailler ensemble pour imaginer des solutions innovantes qui contribuent à construire un avenir plus sûr, plus vert et plus inclusif. Un avenir de confiance. Mais ces technologies ne viennent pas de nulle part. L'intelligence humaine est le moteur derrière la technologie qui fait la renommée de Thales. Les projets que nous conduisons sont complexes et nos clients exigeants. Pour répondre aux besoins actuels et futurs de nos clients, nous maîtrisons p...","Chez Thales, nous sommes fiers de travailler ensemble pour imaginer des solutions innovantes qui contribuent à construire un avenir plus sûr, plus vert et plus inclusif. Un avenir de confiance. Mais ces technologies ne viennent pas de nulle part. L'intelligence humaine est le moteur derrière la technologie qui fait la renommée de Thales. Les projets que nous conduisons sont complexes et nos clients exigeants. Pour répondre aux besoins actuels et futurs de nos clients, nous maîtrisons p...","elasticsearch, cassandra",35,RENNES,2023/08/15
Data analyst,"Description du poste :
Les plus que vous apprécierez :
-Faire un métier utile qui sert positivement les entreprises, les individus et la société par la maitrise des risques
-Apporter votre contribution à la réalisation de notre projet stratégique
-Travailler avec une équipe à taille humaine au sein d'un groupe familial, européen et indépendant
-Se sentir attendu avec un programme d'intégration personnalisé pour faciliter vos premiers pas
-Développer vos compétences grâce à la formation continue (Campus Verlingue, elearning...)
-Profiter de certains avantages : mutuelle familiale, prévoyance, PERO, participation aux bénéfices, télétravail jusqu'à 2j/semaine, CSE, 1% logement, RTT, flexibilité horaire...
-Rejoindre une équipe dynamique qui allie professionnalisme et exigence dans une ambiance conviviale.
Pour renforcer notre Direction Actuariat et Data, nous recrutons un (une) :
DATA ANALYST (H/F)
Le service Actuariat et Data IARD a pour mission d'apporter à nos clients les informations statistiques et techniques leur permettant la bonne compréhension de leur risques tout en garantissant la fiabilité et la pertinence des chiffres extraits de nos systèmes d'information.
Vos principales missions :
- La Data Visualisation : le design, la fabrication et la production de rapports et d'outils de visualisation à destination des clients
- La Data Analytics : la réalisation d'études de nature variée à destination des clients ;
- La veille et la participation aux évolutions techniques et technologiques du service (projets BI, etc.)
- La diffusion de la culture de la donnée.
Description du profil :
De formation supérieure en statistiques, mathématiques, informatiques décisionnelle, vous justifiez d'une première expérience d'au moins 6 mois (stage / alternance).
Vous savez écouter, comprendre les besoins et utiliser vos connaissances en Data Analytics et Data Visualisation afin d'être force de proposition. Votre volonté d'apprendre et votre intérêt pour le travail en équipe sont vos atouts pour réussir dans cette fonction.
Une première expérience dans l'assurance constitue un atout supplémentaire.
Poste en CDI à pourvoir sur Rennes ou Quimper. Télétravail possible 2 jours par semaine.
Le process de recrutement :
Nous souhaitons avoir un processus de recrutement claire et fluide, voici les prochaines étapes si votre candidature est retenue :
-Echange avec un de nos chargés de recrutement et envoi éventuel d'un inventaire de personnalité (AssessFirst)
-Rdv avec le Manager puis avec le Directeur Actuariat
-Retour à la suite des entretiens",,,Contrat à durée indéterminée,Débutant accepté,,,,,,"Acteur majeur du courtage en assurances, Verlingue recrute des talents de tous horizons pour accompagner son ambitieux projet d'entreprise #2024. Dans un monde en mutation permanente, Verlingue apporte à ses clients des solutions simples et performantes pour protéger leurs activités et leurs collaborateurs, en France et dans plus de 100 pays sur les 6 continents.
Etre une entreprise performante au service de ses clients, où chacun peut s'épanouir professionnellement est un challeng...","Acteur majeur du courtage en assurances, Verlingue recrute des talents de tous horizons pour accompagner son ambitieux projet d'entreprise #2024. Dans un monde en mutation permanente, Verlingue apporte à ses clients des solutions simples et performantes pour protéger leurs activités et leurs collaborateurs, en France et dans plus de 100 pays sur les 6 continents.Etre une entreprise performante au service de ses clients, où chacun peut s'épanouir professionnellement est un challeng...",,35,RENNES,2023/08/15
Data manager,"Description du poste :
La team Data, composée de 5 personnes (Chef de projet, Data Engineer, Business Analyst et Data Scientists) n'attend que vous !
Votre rôle parmi nous ?
Vous aurez à charge de collecter et valoriser les données de nos clients internes pour les aider à développer leurs pratiques métiers & business !
- Vous recueillez, intégrez, triez, nettoyez, exposez et mettez en valeur les données,
- Vous participez ou initiez des projets d'innovation, de restructuration autour de la DATA
dans le but d'optimiser leurs utilisations,
- Vous travaillez en collaboration et coordination avec l'équipe Data la Direction IT
(Architecture/Urbanisme, infrastructure) pour aller plus loin dans l'utilisation des données et
leur retranscription,
- Vous garantissez la bonne intégration des nouvelles solutions dans le SI du Groupe,
- Vous pérennisez et faites évoluer les solutions existantes dans le respect des standards SI,
- Vous participez à la construction au suivi du planning d'avancement des projets,
- Vous assurez une veille technologique constante.
Description du profil :
Vous êtes diplômé d'un BAC +4/5 en école d'ingénieur ou université, c'est super ! Vous avez une bonne connaissance du langage SQL, c'est génial ! Vous avez une expérience solide sur la mise en place d'un datalake / datawarehouse, c'est un plus !
Vous maîtrisez les outils de la plateforme Data Cloud de type GCP (ou Azure) et en particulier, la partie storage et base de données.
Vous aimez et avez utilisé des outils de dataviz ou de reporting Vous avez une bonne compréhension des mécanismes de machine learning et d'IA et les outils de data cataloging n'ont plus de secret pour vous !
Plongé(e) dans l'univers de la tech et du retail, ce poste vous permettra également d'acquérir une compréhension du marché et de nos enjeux, au sein d'un secteur innovant et en pleine transformation !
Vous souhaitez vous impliquer dans la bonne humeur ? Rejoignez-nous :)",,40000.0 - 50000.0,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,,,"Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.
Les consultants du Département Informatique - Intégration vous proposent des opportunités de carrière. Nous recherchons pour le compte de notre client, société du domaine du retail d'envergure, un Data Engineer (F/H)","Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.Les consultants du Département Informatique - Intégration vous proposent des opportunités de carrière. Nous recherchons pour le compte de notre client, société du domaine du retail d'envergure, un Data Engineer (F/H)",,49,ANGERS,2023/08/15
Data analyst,"Description du poste :
Nous recherchons :
1 Data Analyst modélisation & projection H/F
Vous êtes en quête d'une nouvelle aventure professionnelle ? vous avez des convictions et voulez les porter haut et fort ? Vous voulez un parcours qui vous ressemble ? Vous recherchez un équilibre entre vie professionnelle et vie personnelle ? Vous recherchez plus de sens et de collectif dans le monde professionnel ?
Et si vous étiez fait pour Harmonie Mutuelle !
Le poste :
Nous opérons notre transformation digitale et renforçons le besoin de pilotage de nos flux et activités au sein de la Direction des Services et de la Satisfaction Clients. Dans ce cadre, nous recherchons un(e) Data Analyst pour renforcer l'équipe Pilotage et Analyse Data. La mission de cette équipe est d'extraire, traiter et exploiter les données afin de piloter nos plans d'actions et tirer ainsi des conclusions pertinentes permettant de faciliter la prise de décision.
Vos missions principales :
Vous participez au développement de cette équipe avec pour mission principale l'élaboration de modélisations, de projections statistiques, d'analyses, et de notes de synthèses permettant de calibrer, piloter nos activités et mesurer l'efficacité de nos plans d'actions.***Développer et maintenir des modèles mathématiques de prévisions ou projections des flux pour améliorer le pilotage transverse des activités et calibrer à la perfection nos besoins. Suivre et actualiser les modèles.***Collecter l'ensemble des informations (hypothèse, roadmap projet, nouvelles données) nécessaires aux paramétrages des modèles et à leurs évolutions, auprès de nos Directeurs.***Mettre en place des suivis d'activité orientés Vision client***Définir les KPIs pertinents, explorer des nouvelles sources de données et spécifier nos besoins auprès du décisionnel. Consolider des sources de données déjà pré-transformées en amont***Définir et mettre en place des analyses avancées et tableaux de bords en lien avec le pilotage des flux, le suivi des performances et plus particulièrement de piloter notre stratégie d'externalisation (prédictions de commandes) et notre transformation digitale***Rédiger des notes et livrables clairs synthétiques, et adaptés au destinataire. Documenter vos travaux et privilégier le rationnel
En complément de cette activité de business et data analyse à empreinte digitale forte, vous interviendrez sur les missions suivantes :***Mener les différents travaux de business analyse, afin de recueillir, comprendre les besoins métiers et les transformer en solution data (analyse, tableau de bord, modèle)***Valoriser les tableaux de bord et analyses dans une logique de data visualisation. Vous participez à évangéliser la richesse des solutions existantes***Intervenir sur les projets transverses au sein de l'équipe et au sein d'Harmonie (datalab, analyse d'impact...)***Participer à l'évangélisation des différentes équipes métier à la culture de la data
Votre profil et vos atouts :
Issu(e) d'une formation Bac + 5 avec une spécialisation en Statistiques / Econométrie / Analyse de données, vous avez au moins 5 ans d'expérience en analyse de données ou élaboration de modèles de projections. Vous vous considérez comme un mathématicien au service du business, mais savez aussi comprendre ce business et adapter vos livrables à votre public.
Vous êtes à l'aise sous SAS, SQL, Excel et PowerBI.
Vous êtes curieux(se), rigoureux(se) et doté(e) d'un bon esprit d'analyse et de synthèse vous permettant d'exceller en résolution de problèmes. Vous êtes force de proposition, autonome, dynamique, innovant, structuré.
Vous aimez le travail en équipe et démontrez des qualités de communication pour partager vos idées et résultats de façon efficace. Vous avez un bon sens relationnel pour communiquer à des niveaux hiérarchiques élevés (Direction). Une connaissance des métiers de la mutuelle serait un plus.
Informations complémentaires :
Type de contrat : CDI
Temps complet
Rémunération :
Référence : HM/2023/467-35
- Poste ouvert aux candidats en situation de handicap -
A propos, qui sommes-nous ?
Harmonie Mutuelle, membre fondateur du groupe mutualiste de protection sociale VYV couvre 5 millions d'adhérents, 69 000 entreprises et 143 000 entrepreneurs. Devenue en 2021, entreprise mutualiste à mission, Harmonie Mutuelle veut agir sur les facteurs sociaux, environnementaux, et économiques qui améliorent la santé des personnes autant que celle de la société en mobilisant la force des collectifs.
Harmonie Mutuelle s'engage aux côtés des entreprises et des entrepreneurs qui veulent agir dans l'intérêt collectif et les accompagne dans la protection et le développement de leur capital humain.
Rejoindre Harmonie Mutuelle, c'est s'engager aux côtés de 5 000 collaborateurs",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,,,,,"tableau, sas",35,RENNES,2023/08/15
Développeur / Développeuse Big Data,"Security engineer : 
o Intégré dans l'équipe SOC du client,
o Spécialité Microsoft Defender,
o Développement KQL,
o Déploiement de règles sur l'environnement Sentinel,
o Proposer une méthodologie pour tester les règles,
o Certif SC-200 / AZ-900 
o localisation Paris/Toulouse

Mission en Francais",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Intuition IT Solutions Ltd.,,,,31,TOULOUSE,2023/08/15
Développeur / Développeuse Big Data,"Avoir minimum 3/4 ans d'expérience en tant que Data Engineer
o Disposer des compétences technique pour participer à la réalisation du projet : Solution MDM Informatica 
o Capacité à prendre en charge les demandes d'implémentation de flux de bout en bout avec l'ETL d'Informatica
o S'inscrire dans la démarche Agile du projet : Organisation par Sprint (SCRUM)
o Communication avec les différentes parties prenantes du projet

Principales missions du poste :
o Paramétrage des interfaces Pivots entrante/Sortante de chaque domaine de données.
o Spécifier et Implémenter les flux de données en Entrée du MDM (ETL Infromatica)
o Spécifier et Implémenter les flux de données en Sortie du MDM (ETL Infromatica)
o Implémenter les règles de mise en qualité des données (Strandardisation, Contrôle, validation, nettoyage, Rapprochement et Fusion)
o Implémenter les rôles et permissions des acteurs de la gouvernance identifiés par le Product Owner
o Faire évoluer le modèle de données en cas de besoin
o Participer activement aux différents rituels Agiles de la squad : Sprint Planning, Retrospective, Review, Daily Standup Meeting,  
o Accompagner les utilisateurs pendant la phase de recette",,,Profession libérale,Expérience exigée de 2 An(s),,,,,Frank Recruitment Group Services Ltd,,,informatica,75,PARIS 01,2023/08/15
Data scientist,"Scientifique des données - Poste à distance

Lyon, France
Parlant français
Entièrement à distance - Des visites régulières du site sont appréciées
Date de début : -téléphone masqué- (Possibilité d'être flexible de quelques semaines)
Mission de longue durée en contrat glissant
TJM : -téléphone masqué-€

Détails du client

Notre client est une société française de services informatiques basée à Lyon, qui assiste des clients dans toute la France, y compris un certain nombre de détaillants, de banques et de sociétés pharmaceutiques.
Ils accompagnent leur client final, un distributeur français, dans l'optimisation de leur Supply Chain et recherchent un Data Scientist pour les accompagner dans cette démarche.
Le client propose le travail à distance, un engagement à long terme et la possibilité d'explorer de nouvelles technologies sur le terrain et de tirer le meilleur parti de sa nouvelle plate-forme GCP.
Glocomms accompagne ce client depuis plus de 2 ans et compte actuellement plus de 40 consultants qui accompagnent leurs projets et clients.
Détails du poste

Scientifique des données

Les principales responsabilités du poste comprendront la cartographie avec Jira, la documentation à l'aide de Confluence et le développement de leur chaîne d'approvisionnement à l'aide de Bigquery, Python et Google Data Studio. Vous serez responsable d'utiliser leur logiciel et leur apprentissage automatique pour analyser leurs données, avant de travailler avec leurs équipes de développement pour mettre en œuvre les changements suggérés pour optimiser la plateforme.
Tech Stack : Agile, Cloud GCP, GIT, Picnic, Python, Shell et SQL.
Le client recherche deux Data Scientist senior auxquels un ingénieur junior les soutiendra dans le travail de projet et apprendra de la figure senior.
L'équipe est composée d'ingénieurs de données, de scientifiques de données, de développeurs de logiciels et de cadres techniques et fonctionnels. Au quotidien, vous travaillerez à l'unisson avec leur équipe composée de 15 à 20 personnes au total.
Le projet en cours consiste à améliorer leur chaîne d'approvisionnement pour leur transport et à améliorer leur système pour lui permettre d'estimer leur volume et leur flux de travail.
Le français est la langue de travail mais avoir un niveau d'anglais courant est un énorme atout car ils ont des équipes à l'étranger.
Aucun certificat n'est requis, mais tous les certificats GCP pertinents peuvent certainement prendre en charge votre application.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Phaidon London- Glocomms,,,"jira, confluence, google data studio",75,PARIS 01,2023/08/15
Développeur / Développeuse Big Data,"Envie d'un nouveau challenge... CELAD vous attend !

Nous poursuivons notre développement et recherchons actuellement un(e) Data Engineer - Talend pour intervenir chez un de nos clients.

Vos principales missions :
- Modélisation des Data Concepts du DataLake
- Développement et maintenance des traitements d'intégration et de transformation de données (principalement avec Talend, en partie avec Java Spring Boot)
- Intégration des développements dans la chaine CI/CD
- Documentation technique et fonctionnelle
- Réalisation de tests unitaires automatisés et de tests de qualification
- Rédaction de plan de tests
- Support de niveau 3 sur les traitements d'alimentation du DataLake 

Stack technique du projet :
- Talend DI, SQL
- Oracle, PostGres et SQL (DDL et DML)
- Modélisation de data, process de nettoyage des données
- Utilisation de Archimate
- Gestion de configuration avec GitLab
- Méthodologie Agile
- CI / CD, Ansible, Power BI, Talend ESB, Java Spring Boot, Kafka, MQSeries, bases no-SQL (souhaité)

Situation géographique : Clermont-Ferrand (63)

Infos à noter :
- Expérience de 5 ans minimum sur un poste similaire
- Anglais courant (lu   écrit   parlé)
- Possibilité de télétravail (2 jours / semaine) 
- Type de contrat : CDI   Freelance   Portage Salarial



CELAD :
Issue du monde bancaire, #CELAD a été créée en 1990 à Toulouse. Nos 1500 collaborateurs interviennent aujourd'hui sur 2 pôles d'activités : les systèmes d'information et l'informatique industrielle et ceci chez plus de 250 clients (PME/PMI et Grands Comptes).

Aujourd'hui, notre entité CELAD-Clermont-Ferrand propos des missions captivantes et à forte valeur ajoutée sur l'ensemble de la région Auvergne. Grâce à nos clients, nous sommes présents dans différents secteurs d'activités : Banque et Assurance, Transport, Automobile, Énergie, etc. Une belle palette qui saura satisfaire tous les goûts !

Nous sommes entièrement impliqués dans la gestion de nos collaborateurs et l'accompagnement de nos candidats, ce qui en fait la base de notre développement ainsi que le reflet de la qualité de notre travail.

La bienveillance, l'enthousiasme et la passion transparaissent dès le premier contact à votre accompagnement au quotidien !

Si vous souhaitez faire partie de l'aventure Celadienne, rejoignez-nous !


NOTRE PROCESSUS DE RECRUTEMENT :
1/ Réception de votre candidature
2/ Contact de notre part si votre profil correspond bien aux critères de cette mission
3/ 1er RDV - Échange sur votre parcours, vos compétences, vos souhaits professionnels & Présentation de la mission
4/ 2ème RDV éventuel (ingénieur d'affaires ou responsable d'agence)
5/ Décision sur votre candidature",,,Profession libérale,Expérience exigée de 5 An(s),,,,,CELAD,,,"gitlab, power bi, talend",63,CLERMONT FERRAND,2023/08/15
Développeur / Développeuse Big Data,"Role d'ingénieur sécurité : 
o Intégré dans l'équipe SOC du client,
o Spécialité Splunk ES,
o Développement SPL,
o Déploiement de règles sur l'environnement Splunk,
o Certification power user,
o localisation Paris/Toulouse au choix

Mission en francais
Démarrage de la mission en fin d'année",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Intuition IT Solutions Ltd.,,,splunk,75,PARIS 01,2023/08/15
Data scientist,"Envie d'un nouveau challenge... CELAD vous attend !

Nous poursuivons notre développement et recherchons actuellement un(e) Data Scientist / Analyst pour intervenir chez un de nos clients.

Vos principales missions :
- Renforcer l'équipe Data dans l'optique de supporter les ambitions de déploiement de services de mobilité
- Répondre aux demandes des clients / problématiques de mobilité
- Comprendre les attentes du client et apporter une analyse en s'appuyant sur les données et les services disponibles

Stack technique du projet :
- Mircrosoft Azure (Databricks, Data Factory, Delta Lake)
- Python, Spark
- BDD Snowflake, MongoDB, Postgres, SQL
- Git
- SIG et dashboarding (Power BI, ArcGIS)
- Esprit d'analyse et appétence sur l'analyse de données
- Intelligence Artificielle et Machine Learning

Situation géographique : Clermont-Ferrand (63)

Infos à noter :
- Expérience de 3 ans minimum 
- Anglais courant (lu   écrit   parlé) car une partie de l'équipe est basée en Inde
- Possibilité de télétravail (2 jours / semaine) 
- Type de contrat : CDI   Freelance   Portage Salarial



CELAD :
Issue du monde bancaire, #CELAD a été créée en 1990 à Toulouse. Nos 1500 collaborateurs interviennent aujourd'hui sur 2 pôles d'activités : les systèmes d'information et l'informatique industrielle et ceci chez plus de 250 clients (PME/PMI et Grands Comptes).

Aujourd'hui, notre entité CELAD-Clermont-Ferrand propos des missions captivantes et à forte valeur ajoutée sur l'ensemble de la région Auvergne. Grâce à nos clients, nous sommes présents dans différents secteurs d'activités : Banque et Assurance, Transport, Automobile, Énergie, etc. Une belle palette qui saura satisfaire tous les goûts !

Nous sommes entièrement impliqués dans la gestion de nos collaborateurs et l'accompagnement de nos candidats, ce qui en fait la base de notre développement ainsi que le reflet de la qualité de notre travail.

La bienveillance, l'enthousiasme et la passion transparaissent dès le premier contact à votre accompagnement au quotidien !

Si vous souhaitez faire partie de l'aventure Celadienne, rejoignez-nous !


NOTRE PROCESSUS DE RECRUTEMENT :
1/ Réception de votre candidature
2/ Contact de notre part si votre profil correspond bien aux critères de cette mission
3/ 1er RDV - Échange sur votre parcours, vos compétences, vos souhaits professionnels & Présentation de la mission
4/ 2ème RDV éventuel (ingénieur d'affaires ou responsable d'agence)
5/ Décision sur votre candidature",,,Profession libérale,Expérience exigée de 2 An(s),,,,,CELAD,,,"power bi, databricks, snowflake, mongodb",63,CLERMONT FERRAND,2023/08/15
Data manager,"Missions


  Assurer la planification générale de l'activité et de ses ressources

  Gérer les différents projets Data et transformation Digitale

  Aligner la stratégie Data aux enjeux business

  Réaliser les études et analyse de l'existant (architecture, projet, ressources)

  Optimiser l'accès aux nouvelles sources de données et améliorer la performance des tableaux de bord

  Définir la stratégie Data/SI et mettre en place la cartographie d'extraction des multiples sources

  Analyser des besoins fonctionnels, estimation charges développement, rédactions des documentation techniques, mise en place de l'architecture, rédaction des spécifications fonctionnelles et techniques

  Participer à la définition de l'architecture applicative et à la conception générale des solutions en relation avec managers et équipe expert Data

  Construire un référentiel d'ingénierie métier basé sur l'approche processus et la méthodologie métier

  Planifier et animer les réunions Workshops métiers pour traiter les anomalies liées à la base des données et systèmes d'information.

  Piloter les indicateurs d'activité travers des KPI (cout/délais/ qualité)

  Réaliser les reporting hebdomadaire de l'activité et piloter le budget

  Piloter et analyser le risque projet

  Garantir la livraison des Applicatifs de l'identification du besoin métier à la validation du logiciel produit

  Management d'une équipe de 15 personnes",,70000.0 - 100000.0,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,,,EASY PARTNER,,,tableau,75,PARIS 01,2023/08/15
Data manager,"Nous recherchons pour notre client un testeur Data (H/F). Vous interviendrez au sein du département Data Lab en charge des projets BI et Data. Votre rôle sera d'assurer la préparation, l'exécution et le suivi de la recette fonctionnelle et technique tout en contribuant à l'amélioration de la qualité de données.

Participer aux ateliers/rituels agiles
Réaliser la stratégie de test
Identifier et réceptionner les environnements de test
Analyser et évaluer les cas d'usage/US
Rédiger les plans de test, identifier les prérequis et spécifier les jeux de données
Exécuter les cas de tests manuels et/ou automatisés 
Créer et suivre les anomalies avec les différentes parties prenantes
Maintenir le référentiel de test
Réaliser le PV de recette",,,Profession libérale,Expérience exigée de 2 An(s),,,,,FRISBEE PROFILING,,,,92,CHATILLON,2023/08/15
Data scientist,"Templeton & Partners recherche pour l'un de nos clients multinationaux dans le secteur du commerce de détail de sports un -e Lead Data Scientist.



Notre client, une entreprise leader dans le domaine sportif, intensifie sa transformation numérique avec pour objectif de devenir une plateforme sportive numérique incontournable, offrant à ses utilisateurs de nombreuses expériences locales axées sur le sport. Dans cette optique, nous cherchons à créer un écosystème ouvert qui connecte de manière sûre et performante différents acteurs et services tiers.



Lieu: Lille

Mode: Hybrid (2 jours de télétravail par semaine)

Démarrage: ASAP

Durée: 6 mois



En tant que Lead Data Scientist au sein du sein de l'équipe Offer & Pricing, vous aurez l'opportunité de:



Travailler en étroite collaboration avec les Product Managers, Machine Learning Engineers et Data Engineers pour repérer les occasions business à fort impact, exploiter les données afin de mesurer les résultats, et contribuer à la planification de la stratégie ainsi qu'à la feuille de route de ML pour l'équipe.
Concevoir et développer des systèmes novateurs d'apprentissage automatique à intégrer dans des contextes industriels.
Élaborer des systèmes intelligents pour surveiller en temps réel et garantir l'observabilité des données.
Définir les cadres de fonctionnement pour nos flux de travail en production (astreintes, procédures, SLO/SLA)
Contribuer à la diffusion des meilleures pratiques concernant les outils ML, dans le but d'améliorer la productivité et la qualité des résultats pour les ingénieurs et les scientifiques de toutes les équipes.
Encadrer, orienter et recruter d'autres membres de l'équipe pour favoriser l'efficacité opérationnelle et la croissance continue.


COMPÉTENCES REQUISES



Expertise approfondie du Machine & Deep Learning et des algorithmes d'optimisation.
Production de code  robuste  permettant l'industrialisation, le passage à l'échelle et le maintien de la solution IA (framework de développement, Domain-Driven Design, Kedro,  )
Maîtrise indispensable de Python et de ses librairies Data Science (pandas, numpy, scikit-learn, tensorflow, pytorch,  )
Maîtrise des outils permettant de gérer les gros volumes de données (stockage HDFS, calcul distribué,  ) via Spark.
Compréhension fonctionnelle de l'offre / l'assortiment produit dans l'univers du retail.
Expérience significative dans la mise en production de solutions de ML ayant un impact à grande échelle sur les clients.
Expérience avec Docker, Kubernetes, Kafka, Airflow, MLflow, Databricks, Sagemaker.
Maîtrise des pratiques de packaging ML et de mise en place des architectures AI avancées.
Maîtrise des environnements de développement sur le Cloud (ex : AWS, SageMaker, DataBricks, etc.). 2
Minimum 6 années d'expérience en tant que Data Scientist.
Maîtrise de l'Anglais indispensable.


Ps. Nous proposons également un programme de parrainage compétitif. Si vous ne recherchez pas d'emploi actuellement, mais connaissez quelqu'un qui pourrait convenir, n'hésitez pas à partager cette offre. Pour chaque placement réussi recommandé, vous recevrez une prime de € 250 pour chaque personne recommandée.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Templeton and Partners Limited,,,"docker, kubernetes, databricks, tensorflow, pytorch, scikit-learn",59,LILLE,2023/08/15
Data manager,"en tant que Azure DataOps  vous serez garant :

De la performance de la plateform-as-code Big Data & Machine Learning
De l'industrialisation et du déploiement de l'offre de Service data de la plateforme Big Data.
De la construction du socle technique Data hébergé sur le cloud Microsoft Azure
L'optimisation du cycle de vie des données sur la plateforme Big Data & Machine learning
la maintenance de la plateforme data en apportant son expertise sur l'écosystème Big Data & machine learning
Maintenir l'asset permettant d'automatiser le cycle de vie des données
L'intégration de nouveaux services de données afin d'étoffer l'offre data
Du cycle de vie des briques transverses constituant le socle Big Data
De la veille technologique en participant à des conférences & meet-ups externes (découverte de nouvelles solutions & des retours d'expérience) et en fournissant un feedback à l'équipe
 

Votre profil

De Formation scientifique (école d'ingénieur, école d'informatique) -- 

Vous avez une expérience de l'écosystème Azure :
La gestion des templates ARM Microsoft Azure de déploiement de ressources
La définition d'architecture cloud à base de service PaaS
D'une expérience professionnelle significative sur python et/ou PowerShell
De forte connaissances dans l'automatisation du cycle de vie de projets Data
 

Vous avez une connaissance solide des principes devops et des processus de continuous delivrery dans un environnement agile :

Gestion de sources Git et modèles de collaboration
Maitrise d'Intégration & livraison continue
Automatisation des déploiements
 

Compétences personnelles et interpersonnelles :

Esprit d'équipe (entraide)
Expérience en mode de delivery Agile (scrum, Kanban, autre)
Capacité à interagir avec des parties prenantes diverses : Business analyst, architecte, métier
Force de proposition, gout pour l'innovation",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Gentis Recruitment SAS,,,,75,PARIS 01,2023/08/15
