jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
architecte informatique Data Hadoop (IT) / Freelance,"Notre client est un acteur majeur de la protection sociale en France, spécialiste du sujet de la retraite. 
Afin de renforcer ses équipes, nous recherchons ASAP un architecte data Hadoop. 
Le poste est basé à Lyon avec 2 jours de télétravail/ semaine. 
Dans le cadre du poste darchitecte data Hadoop, vous serez également en charge de :
La mise en oeuvre de la filière big data Hadoop cloudera
La mise en ouvre de la filière data sciences
Administrer la plateforme Hadoop cloudera
La gestion de projet
Idéalement une connaissance de lenvironnement protection sociale / retraites serait appréciée mais pas nécessaire.
Profil candidat:
Dans le cadre du poste darchitecte data Hadoop, vous serez également en charge de :
La mise en oeuvre de la filière big data Hadoop cloudera
La mise en ouvre de la filière data sciences
Administrer la plateforme Hadoop cloudera
La gestion de projet
Idéalement une connaissance de lenvironnement protection sociale / retraites serait appréciée mais pas nécessaire.",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,,69,,2023/08/08
Chef de projet informatique infra réseau IT Data Center (IT) / Freelance,"Notre client dans le secteur de lInfrastructure, BTP et matériaux de construction recherche un Chef de projet infra réseau IT Data Center H/F
Descriptif de la mission :
Dans le cadre de plusieurs projets infra menés en parallèle, notre client dans le domaine du bâtiment et de la construction a besoin dun chef de projet infra/réseau senior capable de mener des projets tels que le pilotage de :
- La mise en place dun nouveau Data Center avec de la connaissance sur toutes les couches infra
- La migration de lancien Data Center vers le nouveau.
- La mise en place de DR (Diffusion Restreinte)
- Projet de NAC (Network Access Control)
Techno utilisées : Vmware / Linux / Cisco / Fortinet
Il client est basé à Bordeaux ou Massy avec un maximum de présentiel.
Compétences / Qualités indispensables :
infra
Data Center
Réseau
Chef de projet
Migration
Compétences / Qualités qui seraient un + :
/",,,Profession libérale,Débutant accepté,,,,,,,,,91,MASSY,2023/08/08
Data Engineer PySpark AWS Docker (IT) / Freelance,"Vous intégrerez une équipe transverse qui accompagne les différentes équipes dans la mise en place de leurs projets autour de la data en sappuyant sur lEcosystème data analytics (notamment AWS, Dataiku, Collibra, Foundry, Databricks)
Léquipe apporte de lexpertise auprès des utilisateurs business et IT sur les problématiques Big Data, développe des outils qui optimisent lexpérience utilisateurs au sein de lécosystème. Léquipe participe également au développement de cas dusage Data dans AWS et Dataiku.
Ses activités couvrent :
 la collecte de données
 lingestion de données (structurées et non structurées) dans le Datalake
 le traitement et transformation des données selon les cas dutilisation (historisation, analytics, data science, )
 lexposition de données
 loptimisation des performances et des coûts.
Ces applications sappuient sur les technologies suivantes : Python, PySpark, Cloud AWS, Docker, ...
Livrables spécifiques
- Etat de suivi des demandes (en cours, traitée, en attente )
- Tableau de bord de suivi des corrections danomalies
- Développements informatiques (correctif, évolutif, adaptatif)
- Code source (composants applicatifs et tests unitaires)
Critères requis
Big Data Architecture & Technologies 
Scripting Python
Spark - PySpark
AWS
APIs
SQL
Scala optionnel",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,"docker, tableau, dataiku, databricks",75,,2023/08/08
Expert Data Environnement Google Cloud Platefrom (IT) / Freelance,"Contexte /Objectifs :
Lancement dun projet de construction dun nouveau socle Data. Un chantier de collecte et de transformations de données est réalisé pour mettre à disposition des visions enrichies du marché, des tendances pour aider la prise de décisions et favoriser les initiatives sur les axes stratégiques majeurs, grâce à une meilleure autonomie dans la consommation de data. Il saccompagne dune nouvelle politique et dune nouvelle organisation de gestion de la donnée pour en assurer lintégrité, la sécurité et la qualité.
 
Récupérer les données issues de sources externes
Utiliser la puissance du Datalake
Produire et mettre à disposition automatiquement des agrégats journaliers, hebdomadaires et mensuels.
 
Mise en œuvre de la chaîne :
Dingestion de données,
De validation de données,
De croisement de données,
De déversement dans le datalake des données enrichies
 
Développer dans le respect des règles darchitecture définies
Développer et documenter les user stories avec lassistance du Product Owner.
Produire les scripts de déploiement
Prioriser les corrections des anomalies
Assister les équipes dexploitation
Participer à la mise en œuvre de la chaîne de delivery continue
Automatiser les tests fonctionnels
 Expertises spécifiques :
Connaissances techniques :
Plateforme et environnement GCP (indispensable)
Environnement GKE
Développement dAPI REST
Stockage : HDFS / GCS
Traitement : Maitrise de lécosystème Spark / Kafka / Scala
Planification : Airflow / Composer
Méthodologies : Scrum, Kanban, Git
DWH : SQL, BigQuery, BigTable
Delivery : Git, Ansible, Docker, Terraform, Jenkins / Cloud Build La proactivité, la rigueur, lautonomie et la capacité dimmersion dans le détail associé à une capacité de prise de recul et un esprit de synthèse/vulgarisation seront des plus appréciable.
Aspects Humains :
Grande capacité à travailler dans une équipe, en mode Scrum / Kanban.
Bonnes compétences relationnelles et grand sens de la communication (capacité à entrer dans le détail).
Sensible et informé des évolutions technologiques sur les piles logicielles pratiquées.
 Poste : Expert Data Environnement GCP (entre 6 et 9 ans dexpérience)
 Secteurs stratégiques : Banque dinvestissement
 Démarrage : ASAP",,,Profession libérale,Expérience exigée de 6 An(s),,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,"jenkins, docker",75,,2023/08/08
directeur informatique de projet informatiques informatique Data (IT) / Freelance,"Insitoo Freelance, facilitateur du freelancing depuis 2007, recherche pour son client en direct un Directeur de projets Data (H/F).
Les missions attendues par le Directeur de projets Data (H/F) sont :
- Allouer les ressources sur les différentes activités
- Gérer lorganisation et les rituels au sein de léquipe
- Gérer le planning des instances de léquipe
- Avoir une vision globale et transversale sur toutes les activités en cours et à venir
- Arbitrer sur les activités/les sujets (lesquels sont prioritaires, lesquels doivent être arrêtés ou interrompus pour récupérer des ressources sur dautres activités, ...)
- Suivre et gérer les risques planning et impact sur les activités
- Coacher et accompagner les Application Manager Leader
- Participer au staffing des équipes RUNs
- Gestion des cellules de crise
- Rôle dambassadeur du RUN auprès des équipes SI DATA
- Etre garant de la communication interne et externe de léquipe RUN
- Communiquer avec les autres équipes SI DATA
- Gérer lorganisation des ressources mutualisables avec Build & Rollout 
- Vérifier et anticiper que les projets naffectent pas le fonctionnement normal, quotidien et opérationnel de la team RUN
- Etre le garant des process transverses de RUN
- Centraliser les indicateurs de suivi
Compétences techniques et fonctionnelles attendues :
- Activités de Run - Confirmé - Indispensable
- Amélioration continue - Confirmé - Indispensable
- Domaine de la data - Confirmé - Indispensable
Cette mission vous intéresse ? Nattendez plus pour postuler !
Retrouvez nous sur notre page linkedin : Insitoo
Et retrouvez le détail de la mission sur notre site internet : -lien masqué-",,,Profession libérale,Débutant accepté,,,,,,,,,59,LILLE,2023/08/08
Data analyste informatique (IT) / Freelance,"Compétences requises :
- SQL
- Power BI (DAX)
- GCP
SA MISSION :
Mettre en œuvre des outils informatiques, des techniques et des méthodes statistiques pour permettre dorganiser, synthétiser et traduire efficacement des données.
SON ACTIVITE :
- Il fournit un appui analytique à la conduite dexploration et à lanalyse complexe de données
- Il crée des algorithmes de recherche de données qui permettent dexplorer les données utiles.
- Il procède aussi à lindustrialisation du procédé pour les données les plus intéressantes. Et organise, synthétise et traduit les informations pour faciliter la prise de décision.
- Il gère les opérations et ladministration, la modélisation et larchitecture des gisements de données. Et sassure que les bases de données existantes fonctionnent bien et en cohérence.
SES LIVRABLES :
- Modèle et structuration des données
- Reporting & Dataviz 
- Algorithme / Méthode statistique
Profil candidat:
Compétences requises :
- SQL
- Power BI (DAX)
- GCP",,,Profession libérale,Débutant accepté,,,,,,,,"power bi, sas",59,LILLE,2023/08/08
Data Engineer (BigQuery) (IT) / Freelance,"En tant quexpert en données, vous disposez dune solide formation technique et dune expérience dans les systèmes à forte intensité de données ( 10 ans).
 Expérience dans une entreprise multinationale avec un écosystème organisationnel complexe. Travailler dans le cloud avec des micro-services serait certainement un plus. Vous avez déjà une expérience significative en tant que lead technique ou architecte ( 5 ans).
 Expérience de travail avec une grande quantité de données, traitement Big Data - batch et streaming Kafka, Flink, Talend (une expérience avec lun dentre eux serait un plus)
 Complètement à laise de travailler dans un environnement de données sur site hautement sensible, où les contraintes de sécurité font partie de laventure
 Vous avez de lexpérience avec les modèles architecturaux dapplications à grande échelle.
 Vous avez une connaissance et une expérience approfondies de la modélisation des données, des bases de données, des DataMarts, de la gouvernance des données, de la sécurité des données, des outils de BI, des solutions ETL, de la science des données, des DataOps, des MLOps.
 Vous savez travailler avec des ingénieurs de données, des scientifiques de données, des analystes de données, des architectes, des propriétaires de produits, la haute direction.
 Vous avez le bon état desprit : Vous êtes autonome et savez où et quand prendre des décisions en tenant compte des contraintes.
 Vous êtes dynamique & curieux , doté dun état desprit agile et dun fort esprit déquipe qui vous permettent de vous adapter à un environnement changeant.
 Vous êtes à laise pour écrire et parler en anglais
Technos :
Talend
DataGalaxy
SSAS
Power BI 
Ms SQL Server
MinIO
Kafka 
Trino
ELK
Azure Data Factory
SSIS
BigQuery (Future)",,,Profession libérale,Débutant accepté,,,,,,,,"power bi, talend, sas",Ile-de-France,,2023/08/08
PMO Data Banque Anglais (IT) / Freelance,"Prestation au sein du service DATA dont voici les missions, enjeux et objectifs 
Missions
 La définition des outils digitaux des collaborateurs, le déploiement et la conduite du changement pour les établissements.
 Gestion des projets DATA et IA pour la Direction Workplace
 Mettre en place les modalités de mesure de ladoption, de lefficacité et de la satisfaction des collaborateurs en travail hybride pour améliorer en continu les usages et les environnements de travail. 
Missions du PMO : Intervenir comme PMO sur un projet de création dun nouveau Dashboard sous PowerBI pour le pilotage du budget de la Direction Workplace
 Agréger lensemble des données issues des outils du pilotage financier
 Créer une vision consolidée du budget validé et consommé
 Développer des outils afin de réaliser la collecte des besoins et effectuer les BR
Objectifs
 Simplifier le quotidien des collaborateurs au travers doutils digitaux liés à leur environnement de travail et la collaboration (M365, Digital Workplace, ).
 Favoriser encore et toujours la mobilité et le collaboratif en faisant la promotion de nouveaux usages
 Outiller les RH pour mieux accompagner les collaborateurs dans les nouveaux modes de travail
 Urbaniser et homogénéiser les différents outils en cours délaboration/damélioration au service du travail hybride et de son pilotage: Anywhere, Ariane, HelpMe, Roombooking, SmartMove, SmartSeat, Wowo, 
 Exploiter la Data : 
oCollabs pour éclairer les directions générales avec des KPI multi-sources
oConstruire une gouvernance de data robuste et centrée sur la qualité des données essentielles
oPrendre des décisions grâce aux data
oMonitoring du travail hybride
Profil candidat:
Excellente maîtrise du Français
Anglais : pratique courante de langlais / niveau C1 ou C2 requis",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,,75,,2023/08/08
Data Center Architect - Freelance - Opportunités à distance (IT) / Freelance,"Bonjourrr ! 
Je travaille avec lune des plus grandes entreprises de télécommunication au monde. Ils recherchent actuellement un expert DevSecops pour rejoindre leur équipe à Paris dès que possible ! 
La société offre des avantages considérables tels que la possibilité de travailler à distance et un projet à long terme. Le salaire journalier est compris entre 700 et 1 300 euros !
Votre rôle :
Expert DevSecOps 
Vous fournirez un soutien et assurerez la sécurité par la conception dans la livraison de lorganisation DTIT D& O .
- Participer à larchitecture de la solution et sassurer que les aspects de sécurité sont pris en compte dans la conception des solutions informatiques (dans le nuage ou sur site).
- Veiller à ce que la sécurité soit intégrée dans le cycle de développement des logiciels et DevOps.
- Négocier les clauses de sécurité dans les appels doffres et les contrats.
- Sassurer que la sécurité est intégrée dans les opérations.
En tant quexpert Devops, vous devez avoir des connaissances dans un ou plusieurs des domaines suivants :
- Sécurité dans larchitecture cloud (Azure/AWS, principalement Azure)
- Sécurité dans ladministration du cloud (Azure/AWS, principalement Azure)
- Sécurité dans le DevOps / CI-CD
- Sécurité dans la conception de solutions informatiques (intégration des données, intégration des systèmes/applications, services web, etc.)
- Sécurité dans linfrastructure informatique.
- Clauses de sécurité dans les contrats (Cloud, Outsourcing et autres)
Ne manquez pas cette opportunité contactez-moi dès maintenant ! 
Raneen. -email masqué-",,,Profession libérale,Débutant accepté,,,,,,,,sas,Pays de la Loire,,2023/08/08
consultant informatique Data Migration (IT) / Freelance,"Intégré à léquipe clients, le consultant participera à la migration de plusieurs dERP vers SAP.
Le consultant sera amené à :
- Migrer la donnée
- Uniformiser des données via power query, M
- Accompagner le client dans la formalisation des données
Démarrage : ASAP
Localisation : Toulouse",,,Profession libérale,Débutant accepté,,,,,,,,,31,TOULOUSE,2023/08/08
Data ingénieur informatique GCP BigQuery (IT) / Freelance,"Teksystems recherche pour lun de ses clients un(e) Data ingénieur GCP BigQuery (H/F)
Missions :
En phase de conception :
o Conception de chaînes dingestion de données
o Conception de chaînes de préparation de données
o Conception de produit de données
o Participation à la sélection des services / solutions à utiliser en fonction des usages
o Analyse de données pour concevoir les scénarios de traitements
En phase de réalisation :
o Mise en oeuvre de chaînes dingestion de données
o Mise en oeuvre de chaînes de préparation de données
o Mise en oeuvre de produits de données
o Exposition de produits de données
o Mise en oeuvre en mode distribué des traitements
o Ordonnancement des traitements
o Tests et débogage des traitement distribués et algorithmes
o Identification et cataloguage des éléments réutilisables
o Contribution et avis sur les problèmes de traitements data, y compris de performance
o Documentation
En phase dintégration, déploiement et vie opérationnelle :
o Optimisation de performance et de consommation de ressource cloud
o Participation à la résolution de problèmes (suivi de jobs, analyse de logs, analyse de cas de données etc.)
Environnement technique :
Pratique confirmée de Cloud GCP : BigQuery, Dataviz,, Dataproc, DataFlow.
Maitrise de Spark, Scala, Python
PowerBI
La connaissance de Looker est un plus.
GitLabEE
Projet en mode Agile",,,Profession libérale,Débutant accepté,,,,,,,,"gitlab, looker",60,Oise,2023/08/08
architecte informatique Data (IT) / Freelance,"Pour un client de renom:
Mise en place dun DataStream, aux fins de stocker et visualiser les données
Trouver des solutions pour les intégrer avec un Dashboarding/Datawerhouse (contexte AWS avec Data infogérée et requêtes complexes)
Dans un souci de flexibilité, et doptimisation de la performance, le client souhaite revoir son modèle. 
Lobjectif étant, que toutes ses équipes en interne, puissent visualiser les données en temps réel, dans un dashboard, sans avoir à faire des demandes de 
développement à léquipe data. 
La mise en place dun datawarehouse est la solution à sa problématique. 
Pour cela la mise en place dun Datastream est nécessaire (important: il doit être flexible aux modifications, et simple à maintenir pour léquipe data). 
Ce data warehouse doit : 
 stocker les tables contenant les données des index actuels
 permettre de stocker les tables complexes générées via scripts DBT
 pouvoir se connecter facilement à des solutions de dashboarding
Lidée est davoir une table pour chaque index. 
Sur chaque nouveau document, doit être visible une nouvelle ligne dans la table, et si un document est modifié alors la donnée doit être mise à jour dans le datawarehouse (asynchrone)
Toutes les données sont stockées sous forme de documents Json dans OpenSearch. 
Ces données sont exploitées de différentes façons :
- rapports automatisés en format powerpoint 
- extractions sous format excel (demande interne, presse, posts instagram )
Le fonctionnement actuel, se base sur des scripts python qui permettent de requêter la donnée dans Opensearch, la transformer et la mettre dans le 
bon format de visualisation (powerpoint, excel,...). 
Ce fonctionnement est très lourd et chronophage.
Toutes les données sont enregistrées dans Opensearch :
 contenu du site
 structure de collection
 données analytics (traffic )
Nous avons besoin dune proposition contenant les éléments suivants :
SOLUTION PROPOSÉE RÉPONDANT AUX BESOINS
 Extraction des données présentes dans OpenSearch
 Transformation des données
 Stockage sous forme de table dans un data warehouse
 Le data warehouse doit permettre de stocker des tables plus complexes générées via DBT
 La connexion avec des outils de data dashboarding doit être possible et simple
 Proposition doutil de data dashboarding adapté à notre besoin (ex. en annexe dun mockup)
 Compliance RGPD
BUDGET
 Estimation des coûts de mise en place du projet
 Estimation des coûts mensuels des différents outils / infra
ROADMAP
 Différentes étapes du projet
 Estimation de la date de livraison du projet
Profil candidat:
3 à 5 ans de pratique en tant quarchitecte Data 
Agilité, pragmatisme, bon entregent",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,,75,,2023/08/08
ingénieur informatique Réseaux Data Center (IT) / Freelance,"Pour lun de nos clients, nous sommes à la recherche dun Ingénieur Réseaux pour un démarrage des que possible.
Compétences:
- VMware NSX-t
Tâches:
- Massif migration
- L3 support
Bon anglais important.
Si vous avez les compétences requises, envoyez nous votre CV dans les meilleurs délais.",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,,75,,2023/08/08
Data Product Owner - Freelance - ASAP (IT) / Freelance,"Nous cherchons un Product Owner Data pour travailler 2 jours sur site a Paris chez notre client.
Responsabilités :
 
Vous jouerez un rôle clé dans de nombreux projets de transformation des données que vous piloterez :
- Datasets : définition et mise en place des meilleures pratiques pour assurer la cohérence, la qualité et la conformité. Harmonisation des modèles de données (KPI, conformité GDPR), en collaboration notamment avec le responsable de la gouvernance des données, les délégués à la protection des données (DPO), le CISO et les métiers.
- Données : définition de la vision produit, des objectifs métiers et de la feuille de route à partager et à expliquer (analyses, alimentation d'outils, création de rapports ou de datavisualisations) avec nos interlocuteurs clés et la direction.
- Évolution du datalake : priorisation du backlog (valeur identifiée par complexité de réalisation), définition des épicentres, critères d'acceptation.
- Centralisation et harmonisation progressives des initiatives Data en cours.
- Participation aux rituels agiles au sein des équipes du Data Office.
Vous livrerez nos projets Data en mode Agile (ateliers et formalisation des besoins métiers, User Stories, backlog, définition de la feuille de route, etc.) et vous définirez et déploierez la méthodologie et les outils associés :
- Feuille de route : centralisation et déclinaison des besoins en lien avec les métiers.
- Project Management Office : gestion du portefeuille de projets et priorisation (valeur/bénéfices attendus), budgets et planning associés, backlog, élaboration et suivi des KPI.
- Mesure de la satisfaction client, définition de la valeur du produit.
- Animation de réunions régulières avec les parties prenantes pour suivre l'avancement des travaux et des feuilles de route.
- Rédaction de la documentation (spécifications, fiches d'utilisation, présentation des résultats, flash info).
- Animation de la communauté des référents Data Métiers.
- Sensibilisation des métiers aux bonnes pratiques d'exploitation des données en collaboration avec les RH et la communication.
Qualifications :
- Vous avez plusieurs années d'expérience dans des fonctions similaires, de préférence dans le secteur financier ou de la vente au détail.
- Vous avez une solide expérience en gestion de projet et en méthodologie Agile (Scrum, SAFE).
- Votre capacité à influencer, votre aisance dans la communication orale et l'animation avec des interlocuteurs variés, ainsi que vos compétences rédactionnelles et pédagogiques, seront de réels atouts.
- Vous appréciez l'innovation, la créativ
ité, et êtes orienté(e) solutions, avec une capacité à résoudre des problèmes.
- Vous faites preuve d'adaptabilité et d'analyse, et vous avez un esprit d'initiative.
Autres compétences requises :
- Maîtrise du langage SQL et, idéalement, de Python pour la manipulation des données à des fins d'analyses de premier niveau.
- Connaissance des outils de datavisualisation (PowerBI ou autres).
- Connaissance des technologies Big Data.
Langues :
- Bonne maîtrise de l'anglais.
Lawrence Harvey is acting as an Employment Business in regards to this position. Visit our website and follow us on Twitter for all live vacancies (lawharveyjobs)",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,,75,,2023/08/08
Data Engineer (Bruxelles 2j/sem) (IT) / Freelance,"Implémentation de solutions avec Microsoft (SSIS, SSAS et SQL Server)
Implémentation de solutions avancées avec Power BI (DAX, langage M, Visualisations, )
Implémentation de Data Pipeline à laide des services Azure tels que Azure Databricks, mais aussi Azure Data Factory, Azure Functions, Azure Stream Analytics et Azure DevOps
Implémentation de Data Pipeline avec Python dans un environnement Databricks
Profil candidat:
Minimum 3 à 5 ans dexpérience en tant que Data Engineer.
Anglais courant.
Doit se rendre sur Bruxelles 2 jours par semaine.",,,Profession libérale,Débutant accepté,,,,,,,,"power bi, databricks, sas",67,VILLE,2023/08/08
Product Owner Data (IT) / Freelance,"Espace-Freelance, réseau de consultants indépendants, recherche pour lun de ses clients directs : un Product Owner Data (H/F)
Votre mission :
- Assurer la relation avec les utilisateurs (répondre à leurs questions fonctionnelles, faire le marketing du produit, faire des guides utilisateurs si besoin, ...).
- Rédiger le cadrage fonctionnel, et sa traduction en US, à destination des équipes de développement.
- Présenter et argumenter le besoin auprès de la squad data
- Animer les sprints data
- Animer les instances de priorisation métier du domaine.
- Prioriser les tâches à la maille sprint et trimestrielle.
- Communiquer sur la priorisation
- Animer la recette métier
- Synchroniser les différentes phases liées au développement de la data
- Mettre en œuvre la vision des produits dont il a la charge.
- Co-animer les rituels de léquipe
Votre profil :
Vous justifierez dune expérience significative sur une mission similaire.
Compétences techniques :
- PO data 
- Priorisation
Compétences linguistiques :
- Anglais Lu, écrit",,,Profession libérale,Débutant accepté,,,,,,,,,59,VILLENEUVE D ASCQ,2023/08/08
DATA ENGINEER BIG DATA -,"Description entreprise : 
Free Mobile est une filiale du Groupe Iliad composée de près de 1 000 hommes et femmes assurant la conception, le déploiement, l'exploitation et l'évolution du réseau mobile Free, contribuant ainsi quotidiennement à l'amélioration du service rendu à nos abonnés.
Voici ce que vous pourrez attendre de Free Mobile en tant qu'employeur (données issues de notre enquête interne réalisée en mai 2023 avec plus de 70% de participation) :
La fierté d'appartenance : 97% de nos collaborateurs se disent fiers de travailler pour le Groupe iliad
Le sens au travail : 94% sont conscients de ce que leur travail apporte à l'entreprise
L'intérêt du travail : 95% apprécient leur travail et les missions qui leur sont données
L'équilibre vie privée/vie professionnelle : 91% estiment que leur travail permet un bon équilibre
Nos collaborateurs sont responsabilisés. L'autonomie est notre valeur cardinale.
Rejoindre Free Mobile c'est évoluer au sein d'une entreprise stable et travailler sur des projets de long terme. Neuf collaborateurs sur dix déclarent vouloir construire leur avenir au sein du groupe iliad et notre taux de départ est inférieur à 10% alors que nous continuons de recruter chaque année plus de 100 personnes.
Description du poste :
Vous rejoignez l'équipe Data qui a pour rôle de répondre aux besoins d'analyse et de productions de data sur lesquels l'entreprise va se baser pour prendre des décisions liées à ses offres clientèles. Le pôle est en pleine structuration et vous rejoindriez donc un projet à la naissance de celui-ci sur lequel vous pourrez imprimer votre empreinte. Tout est sujet à évolution et le budget pour les mettre en place n'est pas une question. Vous gérez un volume de données important concernant plus de 20 millions de clients.
 
Au cœur de ce service, vous travaillerez en binôme avec Thom, notre Responsable Data. Vous aurez à gérer un poste transverse qui demande à la fois de la technique et de l'analyse, ainsi que des échanges avec de nombreuses équipes en interne afin de gérer les lancements et les évolutions des différents projets de Data Engineering.
Vos missions seront les suivantes :
Force de proposition sur les sujets de Data Gouvernance afin de structurer nos données.
Mise en place et utilisation d'un Data Warehouse (OLAP, ClickHouse).
Mise en place et utilisation d'un outil de Data Streaming (Kafka).
Maintenir et proposer des évolutions dans la gestion de nos données et dans les outils utilisés.
Au cours de votre intégration, vous serez formé.e à nos pratiques pour s'assurer que vous soyez dans les meilleures dispositions pour réussir sur ce poste.
Nous avons parlé de Free Mobile, ainsi que des missions et attentes du poste, mais il nous manque le principal VOUS.
Profil recherché :
Les indispensables :
Vous avez une bonne appréhension des process et des logiques à mettre en place dans un contexte de collecte, nettoyage et transformation de données. Vous maîtrisez le process ETL.
Vous maîtrisez les outils suivants : ClickHouse, Kafka, MySQL, Linux.
Vous avez de solides connaissances en Big Data (notamment en optimisation des flux et en conscience des risques)
Vous maîtrisez impérativement l'anglais, oral et écrit.
 
Les plus :
Vous détenez des connaissances réseau (admin de serveur et solutions) ainsi que des connaissances en Business Intelligence.
Vous êtes familier du langage Python (Jupyter,Pandas, Numpy,FastApi)
Vous avez une appétence pour le domaine des télécoms, ou vous avez déjà travaillé dans ce domaine.
 
Ce poste sera fait pour vous si :
A partir de trois années d'expérience, vous êtes structuré.e et méthodique.
Vous êtes une personne fiable et rigoureuse, qui sait travailler en équipe.
se, vous savez expliquer, approfondir et développer votre raisonnement. Vous voulez trouver des solutions par vous-même.
Vous disposez d'une bonne aisance relationnelle vous permettant de communiquer de manière fluide avec les différentes équipes, dans le cadre des projets que vous mettrez en place.
 
Au contraire, ce poste ne sera pas fait pour vous si :
Vous ne souhaitez pas évoluer dans une équipe exigeante et impliquée.
Vous ne supportez pas les responsabilités liées aux enjeux des projets.
Le process et son déroulement
Vous serez amené.e à rencontrer Thom, votre futur responsable, dans l'idéal dans nos locaux Montpelliérains.
Alors si vous avez envie de liberté et d'avoir un impact concret, n'hésitez pas à envoyer votre candidature pour rejoindre l'aventure Free Mobile.",,,Contrat à durée indéterminée,Débutant accepté,,,Cadre,,,,,mysql,34,MONTPELLIER,2023/08/08
chef de projet informatique SAP Data Migration (IT) / Freelance,"Pour le compte dun de mes plus grands clients je suis a la recherche dun profil PROJECT MANAGER pour Leader la migration du corp model solution SAP un profil technico fonctionnel mais dominante fonctionnel pas besoin dun technicien data migration spécialement 
 Je recherche un profil capable de piloter un projet PLM connecté à S/4.
Job basé à Annecy en Full time.
Démarrage Asap.
Remote 2jours de TT par semaine 
Profil senior. Structuré.
Connaissance du PLM WINDCHILD est un plus.
Connaissance SAP idéalement. Plutôt AVC / PLM.
Contexte : Connecter un PLM avec S4 avec un gros sujet de Data Migration.
Nhésitez pas a envoyer vos CV",,,Profession libérale,Débutant accepté,,,,,,,,,74,ANNECY,2023/08/08
Data Engineer (IT) / Freelance,"Effectuer activement des activités de curation de données sur des ensembles de données multimodaux
 Extraire des analyses visuelles sur les ensembles de données lors de leur collecte
 Évaluer et mettre en œuvre la structure et le contenu de différents outils de normalisation tels que les modèles de données communs ou les terminologies standard
 Promouvoir la qualité des données en recherchant et en évaluant correctement les sources dinformation pour déterminer les éventuelles limitations de fiabilité ou 
 dutilisabilité, appliquer des techniques déchantillonnage pour déterminer et définir de manière efficace les catégories idéales à interroger
 Contribuer à lharmonisation des ensembles de données multicentriques
 Comparer et analyser les informations statistiques pour identifier les modèles, les relations et les problèmes
 Préparer un rapport détaillé résumant lactivité de curation des données
 Concevoir ou contribuer au code informatique en utilisant différents langages pour améliorer et mettre à jour les logiciels et les applications",,,Profession libérale,Débutant accepté,,,,,,,,,Pays de la Loire,,2023/08/08
Senior Business analyste informatiquee / Data / Transactions - appétence bancaire - (IT) / Freelance,"Dans le cadre du projet ESG - Cadrage et mise en œuvre de la plateforme Data ESG (en particulier sur le périmètre des données ESG qualifiant les différentes Transactions) pour le volet SI, dune part en étroite collaboration avec le responsable Métier du chantier Data Management ESG, les Responsables de divers chantiers SI consommateurs de ces données, les équipes Sustainable Banking ainsi que Métiers et IT Front et Back Office en charge de collecter, produire et valider ces données, et dautre part en lien avec les équipes de développeurs de la plateforme Data ESG.
 
Votre rôle en tant que Senior BA, est dassumer les différentes phases de conception fonctionnelles et de tests, depuis le recueil des besoins jusquà la mise en production, voire le déploiement. Vous êtes le contact du Product Owner du SI Data ESG et des différents métiers et contributeurs IT des différente business lines
 
A ce titre, vos missions principales sont : 
 Cartographier lensemble des transactions à traiter dans le cadre du projet ESG dans lensemble du SI,
 Structurer les besoins liés aux transactions, à toutes les étapes du cycle de vie des transactions (du Front à la Comptabilité) et pour tous les métiers de la Banque (Marché, Financement ), en lien avec le Product Owner et les différentes lignes métier,
 Participer aux travaux de définition du modèle opérationnel des données ESG liées aux transactions,
 Participez au lotissement de la mise en œuvre des travaux SI de ce chantier,
 Faire émerger les besoins et les structurer en Epic, Story maps et User Stories,
 Participer à lorganisation du back log des sprints de développements (Story mapping, priorisation des users story),
 Participer et superviser la rédaction des users story,
 Participer à lélaboration de la stratégie de tests fonctionnels, des tests dintégration et de non régression,
 Exécuter les tests fonctionnels,
 Evaluer les coûts et les délais de fonctionnalités,
 Participer au déploiement des applications en UAT et en Production.
 
Vous interviendrez de manière transversale aux différents lignes Métier, en coordination avec le Product Owner afin de constituer la vue densemble des besoins en matière de données ESG liées aux transactions.
 
Mission basée à Montrouge",,,Profession libérale,Débutant accepté,,,,,,,,,92,MONTROUGE,2023/08/08
